LC,Grade,itemkey,Source,questionkey,correctanswervalue,mostcommonwronganswer,total_students,pct_A,pct_B,pct_C,pct_D,pct_E,pct_F,reportingquestiontypename,pct_G,Question Text,Image Summary,choice_A,DR A,choice_B,DR B,choice_C,DR C,choice_D,DR D,choice_E,DR E,choice_F,DR F,choice_G,DR G,Image Summary (if present),MostCommonDR,Learning_Component_Text
MATH-00692,8,i129617,Interim_eedi,q125150,AC,B,19371.0,72.13360177585,35.971297300087,70.770739765629,21.67673326106,15.972329771307,,MULTISELECT,,Use the graphs below to answer the question. Which graphs represent a nonlinear function? Select all that apply.,"Five coordinate plane graphs are shown, each with x and y axes. Graph A: A curved line (nonlinear) that curves from the upper-left and decreases toward the lower-right in a non-straight path — a nonlinear function. Graph B: A vertical line — fails the vertical line test and does not represent a function. Graph C: A curve that changes direction, resembling a V-shape tilted to the right with segments going from upper-right downward then continuing down-right — a nonlinear function. Graph D: A straight line with a positive slope passing through two quadrants — a linear function. Graph E: A straight line with a negative slope from upper-left to lower-right — a linear function.",Graph A,Correct.,Graph B,Student chose a graph that does not represent a function.,Graph C,Correct.,Graph D,Student chose a graph that represents a linear function; perhaps thought that all linear functions must pass through the origin.,Graph E,Student chose a graph that represents a linear function; perhaps thought that a linear function could not have a negative rate of change.,,,,,,Student chose a graph that does not represent a function.,Recognize and give examples of functions that are (or are not) linear
MATH-00696,8,i185371,Compass,q188298,B,C,62.0,14.516129032258064,46.774193548387096,19.35483870967742,19.35483870967742,,,MULTICHOICE,,"A container of water is heated at a constant rate. The table below shows the temperature, in degrees Celsius, of the water, y, after it has been heated for a number of minutes, x. (Table: x=2, y=54; x=5, y=99) What was the initial temperature, in degrees Celsius, of the water before it was heated?","A two-column table with headers ""Minutes of heating (x)"" and ""Temperature in degrees Celsius (y)."" Row 1: x = 2, y = 54. Row 2: x = 5, y = 99. The rate of change is (99-54)/(5-2) = 15 degrees per minute. Using y = 15x + b with (2, 54): 54 = 30 + b, so b = 24.",0,"Student divided the output by the input as if the relationship were proportional, then extended that rate backward without recognizing the context of a linear relationship, or assumed the initial value must start at 0.",24,Correct.,39,Student found the output corresponding to a specific nonzero input and misinterpreted it as the initial value; did not understand that the initial value is the value when the input is 0.,45,Student calculated the difference between two output values and misinterpreted that difference as the initial value rather than as a change over time.,,,,,,,,Student found the output corresponding to a specific nonzero input and misinterpreted it as the initial value; did not understand that the initial value is the value when the input is 0.,Determine the initial value of a function from a real-world context presented in a table or graph
MATH-00696,8,i138639,Interim_eedi,q143434,B,D,15666.0,17.16456019405,44.242308183326,14.783607813098,24.02655432146,,,MULTICHOICE,,"A container of water is heated at a constant rate. The table below shows the temperature, in degrees Celsius, of the water, y, after it has been heated for a number of minutes, x. What was the initial temperature, in degrees Celsius, of the water before it was heated?","A two-column data table with headers 'Minutes of heating (x)' and 'Temperature in degrees Celsius (y).' Two data points: when x=2, y=54; when x=5, y=99. The rate of change is 15 °C per minute. Extrapolating back to x=0 gives an initial temperature of 24 °C.",0,"Student divided 54 by 2 as if it were a proportion, got a rate of 27, subtracted 27 from 54 to get 27 for minute 1, and then subtracted 27 from 27 to get 0 for the initial temperature, OR student assumed the initial temperature had to start at zero.",24,Correct.,39,Student found the temperature of the water after it had been heated for 1 minute; did not understand that the initial temperature is the temperature after heating the water for 0 minutes.,45,Student found the difference between the temperatures of the water after it had been heated for 2 minutes and 5 minutes.,,,,,,,,Student found the difference between the temperatures of the water after it had been heated for 2 minutes and 5 minutes.,Determine the initial value of a function from a real-world context presented in a table or graph
MATH-00701,8,i185369,Compass,q188296,B,A,63.0,25.396825396825395,58.73015873015873,14.285714285714286,1.5873015873015872,,,MULTICHOICE,,"Luciana is adding water to a pool at a constant rate. Before she added any water, the pool had 12,000 gallons of water. Luciana is adding 9 gallons of water each minute. Which equation represents the total number of gallons of water in the pool, w, after Luciana adds water for m number of minutes?",No image present. Text-only question.,"m = 9w + 12,000","Student confused the dependent and independent variables, and chose an equation that solves for the input instead of the output.","w = 9m + 12,000",Correct.,"w = 12,000m + 9",Student confused the roles of the rate of change and the initial value in the equation.,"w = 12,000 - 9m",Student represented the situation as decreasing over time rather than increasing.,,,,,,,,"Student confused the dependent and independent variables, and chose an equation that solves for the input instead of the output.",Model a linear relationship between two quantities with a function
MATH-00701,8,i113093,Interim_eedi,q102782,A,D,2524.0,33.122028526148,21.354992076069,16.679873217115,28.922345483359,,,MULTICHOICE,,"A train is moving at a constant speed. The graph below shows the distance-time relationship for the train, where x represents the time, in hours, and y represents the distance traveled, in kilometers. Which function represents the distance-time relationship shown on the graph?","A line graph titled 'Distance-Time Relationship for the Train.' The x-axis is labeled 'Time (in hours)' with values from 0 to 4. The y-axis is labeled 'Distance (in kilometers)' with values from 0 to 400, marked at 100, 200, 300, and 400. A straight line starts at the origin (0,0) and increases steadily to approximately (4, 320), passing through the point (2.5, 200). The constant positive slope indicates the train travels at 80 km/h.",y = 80x,Correct.,y = 200x,"Student identified the point (2.5, 200), but did not divide by 2.5 to find the slope.",y = x + 80,Student confused the concepts of slope and y-intercept and added 80 to x instead of multiplying by x.,y = 2.5x + 200,"Student used the most easily identifiable point of (2.5, 200) and represented the x-coordinate as the rate of change and the y-coordinate as the initial value.",,,,,,,,"Student used the most easily identifiable point of (2.5, 200) and represented the x-coordinate as the rate of change and the y-coordinate as the initial value.",Model a linear relationship between two quantities with a function
MATH-00701,8,i113259,Interim_eedi,q100089,D,B,2028.0,19.47731755424,26.331360946745,23.668639053254,30.670611439842,,,MULTICHOICE,,"A snowboarder starts at the top of a mountain that is 2,500 feet above sea level. The snowboarder then descends at a constant rate of 650 feet per minute. Which equation represents this situation, where y represents the current altitude of the snowboarder, in feet, and x represents the number of minutes that have passed?",,"y = 2,500x - 650",Student switched the initial value and the rate of change in the equation.,"y = 650x + 2,500",Student represented an ascent instead of a descent.,"y = -650x - 2,500",Student represented the initial value as negative (below sea level) instead of positive (above sea level).,"y = -650x + 2,500",Correct.,,,,,,,,Student represented an ascent instead of a descent.,Model a linear relationship between two quantities with a function
MATH-00701,8,i138640,Interim_eedi,q143435,B,A,20559.0,20.166350503429,56.72454885938,16.270246607325,6.94099907583,,,MULTICHOICE,,"Luciana is adding water to a pool at a constant rate. Before she added any water, the pool had 12,000 gallons of water. Luciana is adding 9 gallons of water each minute. Which equation represents the total number of gallons of water in the pool, w, after Luciana adds water for m number of minutes?",,"m = 9w + 12,000",Student confused the variables.,"w = 9m + 12,000",Correct.,"w = 12,000m + 9",Student confused the initial value and the rate of change.,"w = 12,000 - 9m",Student represented the rate of change as negative instead of positive.,,,,,,,,Student confused the variables.,Model a linear relationship between two quantities with a function
MATH-00702,8,i185370,Compass,q188297,B,D,63.0,3.1746031746031744,61.904761904761905,6.349206349206349,28.571428571428573,,,MULTICHOICE,,"A candle burns at a constant rate, as shown in the graph below. Which statement best describes the rate of change for the height of the candle?","A line graph titled ""Candle's Height over Time."" The x-axis shows ""Time (in hours)"" from 0 to 5. The y-axis shows ""Height of Candle (in centimeters)"" from 0 to 20. A straight line begins at (0, 16) and decreases linearly to approximately (4, 0), indicating the candle loses 4 cm of height per hour and is fully burned after 4 hours.",The height of the candle was 0 centimeters after 4 hours.,Student identified the total time it took for the output value to reach zero rather than determining the rate at which the output value changed over time.,The height of the candle decreased 4 centimeters each hour.,Correct.,The height of the candle decreased 12 centimeters each hour.,Student identified the output value after one unit of time instead of calculating how much the value changed per unit of time.,The height of the candle was 16 centimeters when it started to burn.,Student interpreted the starting value as the rate of change.,,,,,,,,Student interpreted the starting value as the rate of change.,Interpret the rate of change of a linear function in the context of the situation it models
MATH-00702,8,i138636,Interim_eedi,q143429,B,D,15452.0,12.017861765467,62.25084131504,9.468030028475,16.425058244887,,,MULTICHOICE,,"A candle burns at a constant rate, as shown in the graph below. Which statement best describes the rate of change for the height of the candle?","A line graph titled 'Candle's Height over Time.' The x-axis is labeled 'Time (in hours)' ranging from 0 to 5. The y-axis is labeled 'Height of Candle (in centimeters)' with values at 4, 8, 12, 16, and 20. A straight line starts at (0, 16) and decreases to (4, 0), showing the candle burns from 16 cm to 0 cm over 4 hours. The slope is -4 cm per hour.",The height of the candle was 0 centimeters after 4 hours.,Student identified the total amount of time it took to burn the candle down to 0 centimeters instead of the rate at which the candle's height decreased during the total 4-hour period.,The height of the candle decreased 4 centimeters each hour.,Correct.,The height of the candle decreased 12 centimeters each hour.,Student identified the height of the candle after burning for one hour instead of the rate at which the candle's height decreased each hour.,The height of the candle was 16 centimeters when it started to burn.,Student identified the initial value as the rate of change.,,,,,,,,Student identified the initial value as the rate of change.,Interpret the rate of change of a linear function in the context of the situation it models
MATH-00702,8,i162473,Interim_eedi,q168875,A,D,654.0,75.688073394495,7.951070336391,4.892966360856,11.467889908256,,,MULTICHOICE,,"A bathtub filled with water is drained at a constant rate, as shown in the graph below. Which statement best describes the rate of change for the water in the bathtub?","A line graph titled 'Water in the Bathtub Over Time.' The x-axis is labeled 'Time (in minutes)' ranging from 0 to 5. The y-axis is labeled 'Water (in gallons)' ranging from 0 to 50, marked at 10, 20, 30, 40, and 50. A straight line starts at approximately (1, 30) and decreases to (4, 0), indicating the tub drains to empty. The slope is -10 gallons per minute.",There were 10 gallons of water drained each minute.,Correct.,There were 30 gallons of water drained each minute.,Student identified the amount of water remaining in the bathtub after draining for one minute instead of the rate at which the water drained each minute.,There were 0 gallons of water in the bathtub after 4 minutes.,Student identified the total amount of time it took to drain the water in the bathtub instead of the rate at which the water was drained during the total 4-minute period.,There were 40 gallons of water in the bathtub when it was full.,Student identified the initial value as the rate of change.,,,,,,,,Student identified the initial value as the rate of change.,Interpret the rate of change of a linear function in the context of the situation it models
MATH-00704,8,i174034,Compass,q177503,C,B,6082.0,11.969746793817,25.172640578756,38.934560999671,24.235448865504,,,MULTICHOICE,,"Simone is traveling in a car to attend a conference for young entrepreneurs. The graph below shows the distance Simone traveled, in miles, over time, in hours. Based on the graph, which statement best describes Simone's travels?","A line graph titled ""Distance Traveled over Time."" The x-axis is labeled ""Time (in hours)"" and the y-axis is labeled ""Distance Traveled (in miles)."" The graph shows three segments: the first segment is steep (high slope), indicating fast travel; the second segment is flat/horizontal (zero slope), indicating no movement — Simone stopped; the third segment has a shallower positive slope than the first, indicating slower travel than the initial pace.","Simone traveled at a slow pace, sped up, and then traveled at a quick pace.","Student did not use the labels on the horizontal and vertical axes to interpret the graph, but rather related the lengths of the line segments to speed; thought a shorter line segment meant slower speed and a longer line segment meant faster speed.","Simone traveled at a slow pace, stopped, and then traveled at a quick pace.","Student recognized that a flat line means Simone stopped, but used the lengths of the line segments instead of the slopes to indicate Simone's speed.","Simone traveled at a quick pace, stopped, and then traveled at a slow pace.",Correct.,"Simone traveled at a quick pace, slowed down, and then traveled at a quicker pace.",Student did not recognize that a flat line segment means Simone did not cover any distance and misinterpreted the slope of the last interval of time.,,,,,,,,"Student recognized that a flat line means Simone stopped, but used the lengths of the line segments instead of the slopes to indicate Simone's speed.",Qualitatively describe the relationship between two quantities by analyzing the graph of a function that relates the two quantities
MATH-00704,8,i112346,Interim_eedi,q107728,DE,B,1.0,,100.0,,100.0,,,MULTISELECT,,"In the graph below, y is a function of x. During which intervals is the function decreasing? Select all that apply.","Graph of a piecewise function on a coordinate plane (axes range approximately -10 to 10 on both x and y). The function starts at the bottom-left with negative y-values for x < -6 and increases linearly through negative territory. From -6 to 0, the function curves upward nonlinearly, rising steeply through positive values to a peak near y=8 around x=0. From 0 to approximately x=3, the function remains relatively flat/constant near the peak. From x=3 to x=6, the function decreases. For x > 6, the function continues decreasing, dropping below the x-axis into negative y-values toward the bottom-right.",x < -6,"Student confused an interval in which the function is increasing linearly with an interval where the function is decreasing, OR student thought that an interval in which all y-values are negative is an interval where the function is decreasing.",-6 < x < 0,Student confused an interval in which the function is increasing nonlinearly with an interval where the function is decreasing.,0 < x < 3,Student confused an interval in which the function is constant with an interval where the function is decreasing.,3 < x < 6,Correct.,x > 6,Correct.,,,,,,Student confused an interval in which the function is increasing nonlinearly with an interval where the function is decreasing.,Qualitatively describe the relationship between two quantities by analyzing the graph of a function that relates the two quantities
MATH-00704,8,i162728,Interim_eedi,q169197,C,D,14340.0,12.914923291492,22.496513249651,41.276150627615,23.34030683403,,,MULTICHOICE,,"Cameron is traveling in his car. The graph below shows the distance Cameron traveled, in miles, over time, in hours. Based on the graph, which statement best describes Cameron's travels?","A line graph titled 'Distance Traveled over Time.' The x-axis is labeled 'Time (in hours)' and the y-axis is labeled 'Distance Traveled (in miles).' Three segments: (1) a steep rising line from the origin indicating fast travel, (2) a flat horizontal line indicating Cameron stopped, (3) a gently rising line with a shallower slope indicating slower travel.","Cameron traveled at a slow pace, sped up, and then traveled at a quick pace.","Student did not use the labels on the horizontal and vertical axes to interpret the graph, but rather related the lengths of the line segments to speed; thought a shorter line segment meant slower speed and a longer line segment meant faster speed.","Cameron traveled at a slow pace, stopped, and then traveled at a quick pace.","Student recognized that a flat line means Cameron stopped, but used the lengths of the line segments instead of the slopes to indicate Cameron's speed.","Cameron traveled at a quick pace, stopped, and then traveled at a slow pace.",Correct.,"Cameron traveled at a quick pace, slowed down, and then traveled at a quicker pace.",Student did not recognize that a flat line segment means Cameron did not cover any distance and misinterpreted the slope of the last interval of time.,,,,,,,,Student did not recognize that a flat line segment means Cameron did not cover any distance and misinterpreted the slope of the last interval of time.,Qualitatively describe the relationship between two quantities by analyzing the graph of a function that relates the two quantities
MATH-00704,8,i177931,Interim_eedi,q179701,B,A,660.0,25.0,64.393939393939,4.090909090909,6.515151515151,,,MULTICHOICE,,"Leia is going for a walk. The graph below shows the distance Leia walked, in meters, over time, in minutes. Based on the graph, which statement best describes Leia's walk?","A line graph titled 'Distance Walked over Time.' The x-axis is labeled 'Time (in minutes)' and the y-axis is labeled 'Distance Walked (in meters).' Three segments: (1) a gently rising line from the origin with a small positive slope (slow pace), (2) a flat horizontal line indicating Leia stopped, (3) a steeply rising line with a much larger positive slope (quick pace).","Leia walked at a slow pace, sped up, and then walked at a quick pace.","Student did not use the labels on the horizontal and vertical axes to interpret the graph, but rather related the lengths of the line segments to speed; thought a shorter line segment meant slower speed and a longer line segment meant faster speed.","Leia walked at a slow pace, stopped, and then walked at a quick pace.",Correct.,"Leia walked at a quick pace, stopped, and then walked at a slow pace.","Student recognized that a flat line means Leia stopped, but used the lengths of the line segments instead of the slopes to indicate Leia's speed; thought a shorter line segment meant a faster speed and a longer line segment meant a slower speed.","Leia walked at a quick pace, slowed down, and then walked at a slow pace.",Student did not recognize that a flat line segment means Leia did not cover any distance and used the lengths of the line segments instead of the slopes to indicate Leia's speed; thought a shorter line segment meant a faster speed and a longer line segment meant a slower speed.,,,,,,,,"Student did not use the labels on the horizontal and vertical axes to interpret the graph, but rather related the lengths of the line segments to speed; thought a shorter line segment meant slower speed and a longer line segment meant faster speed.",Qualitatively describe the relationship between two quantities by analyzing the graph of a function that relates the two quantities
MATH-00705,8,i177932,Compass,q179702,D,B,657.0,15.829528158295,32.115677321156,29.375951293759,22.678843226788,,,MULTICHOICE,,Which graph represents a function with the following criteria? The function is linear and increasing for -3 < x < -1. The function is nonlinear and decreasing for 1 < x < 3.,"Four coordinate plane graphs (A–D), each with axes from -5 to 5. Graph A: Linear but decreasing for -3 < x < -1 and nonlinear but increasing for 1 < x < 3. Graph B: The second interval (1 < x < 3) correctly shows nonlinear decreasing, but the first interval is not linear increasing. Graph C: Increasing but nonlinear (curved) for -3 < x < -1 and decreasing but linear (straight) for 1 < x < 3. Graph D (correct): A straight line with positive slope for -3 < x < -1 (linear and increasing), then a smooth curve decreasing for 1 < x < 3 (nonlinear and decreasing).",Graph A (shown in image),"Student chose a function that is linear but decreasing for -3 < x < -1 and nonlinear but increasing for 1 < x < 3; perhaps confused ""increasing"" with having positive y-coordinates and ""decreasing"" with having negative y-coordinates.",Graph B (shown in image),Student chose a function that correctly represents the second interval but not the first; perhaps misidentified the first interval as the portion of the graph after x = -1.,Graph C (shown in image),"Student chose a function that is increasing but nonlinear for -3 < x < -1 and decreasing but linear for 1 < x < 3, OR student confused the meanings of linear and nonlinear.",Graph D (shown in image — correct),Correct.,,,,,,,,Student chose a function that correctly represents the second interval but not the first; perhaps misidentified the first interval as the portion of the graph after x = -1.,Sketch by hand a graph that exhibits particular qualitative features that are described verbally
MATH-00705,8,i184847,Compass,q187576,A,B,894.0,30.089485458612,26.398210290827,23.154362416107,20.357941834451,,,MULTICHOICE,,Which graph represents a function with the following criteria? The function is linear and increasing for -3 < x < 0. The function is nonlinear and decreasing for 0 < x < 3.,"Four graphs on coordinate planes (x and y axes from -5 to 5). Graph A (correct): Shows a straight line increasing from left to right for -3 < x < 0 (linear, increasing), then a curve that decreases for 0 < x < 3 (nonlinear, decreasing) — forming an arch shape that peaks at x = 0. Graph B: Shows a function with the correct first interval (linear and increasing for -3 < x < 0), but the second interval descends steeply in a linear (not nonlinear/curved) manner — incorrect for the second interval. Graph C: Shows a graph that is not a function (fails the vertical line test); the curve is increasing and linear for -3 < y < 0 and decreasing and nonlinear for 0 < y < 3 in terms of y-values, not x-intervals. Graph D: Shows a function that is linear but DECREASING for -3 < x < 0, and nonlinear but INCREASING for 0 < x < 3 — the opposite behavior on both intervals.",Graph A,Correct.,Graph B,"Student chose a function that correctly represents the first interval but not the second interval; perhaps confused ""increasing"" with having positive y-coordinates and ""decreasing"" with having mostly negative y-coordinates and did not attend to the linearity of the graph for 0 < x < 3.",Graph C,Student chose a graph that is not a function and that is increasing and linear for -3 < y < 0 and decreasing and nonlinear for 0 < y < 3.,Graph D,Student chose a function that is linear but decreasing for -3 < x < 0 and nonlinear but increasing for 0 < x < 3.,,,,,,,,"Student chose a function that correctly represents the first interval but not the second interval; perhaps confused ""increasing"" with having positive y-coordinates and ""decreasing"" with having mostly negative y-coordinates and did not attend to the linearity of the graph for 0 < x < 3.",Sketch by hand a graph that exhibits particular qualitative features that are described verbally
MATH-00705,8,i112875,Interim_eedi,q100572,A,C,17077.0,35.773262282602,22.304854482637,27.323300345493,14.862095215787,,,MULTICHOICE,,Which graph represents a function with the following criteria? The function is linear and increasing for -4 < x < -2. The function is nonlinear and decreasing for 2 < x < 4.,"Four coordinate plane graphs (A–D) are shown as answer choices, each with axes ranging from -5 to 5. Graph A (correct): In the interval -4 < x < -2 a straight line with positive slope rises from lower-left; between -2 and 2 the curve peaks smoothly; from 2 to 4 the curve descends in a nonlinear (curved) fashion. Graph B: Linear and increasing for -4 < x < -2 (correct first interval) but the function increases nonlinearly for 2 < x < 4 rather than decreasing. Graph C: The function rises nonlinearly for -4 < y < -2 and descends but uses y-coordinates rather than x-coordinates, or the linear/nonlinear labels are swapped. Graph D: Linear but decreasing for -4 < x < -2 and nonlinear but increasing for 2 < x < 4.",Graph A (shown in image — correct),Correct.,Graph B (shown in image),"Student chose a function that correctly represents the first interval but not the second interval; perhaps confused ""increasing"" with having positive y-coordinates and ""decreasing"" with having negative y-coordinates.",Graph C (shown in image),"Student chose a function that is increasing and linear for -4 < y < -2 and decreasing and nonlinear for 2 < y < 4, OR student confused the meanings of linear and nonlinear.",Graph D (shown in image),Student chose a function that is linear but decreasing for -4 < x < -2 and nonlinear but increasing for 2 < x < 4.,,,,,,,,"Student chose a function that is increasing and linear for -4 < y < -2 and decreasing and nonlinear for 2 < y < 4, OR student confused the meanings of linear and nonlinear.",Sketch by hand a graph that exhibits particular qualitative features that are described verbally
MATH-00707,8,i138321,Interim_eedi,q142783,ACE,D,29348.0,67.813820362545,24.495706692108,57.704102494207,27.385171050838,55.918631593294,25.899550224887,MULTISELECT,,Triangle XYZ is shown in the coordinate grid below. XY and XZ are perpendicular. Triangle XYZ undergoes a transformation to create triangle X'Y'Z'. Which statements are true? Select all that apply.,"A coordinate grid with x and y axes ranging from -5 to 5. Triangle XYZ is plotted with vertex Y at approximately (1, 4), vertex X at approximately (1, -2), and vertex Z at approximately (4, -2). Segment XY is vertical (parallel to the y-axis) and segment XZ is horizontal (parallel to the x-axis), confirming they are perpendicular to each other. The triangle has a right angle at vertex X.",X'Y' and X'Z' will be perpendicular after a reflection over the y-axis.,Correct.,X'Y' and X'Z' will not be perpendicular after a reflection over the y-axis.,Student thought a reflection would change the outline of the shape and that would mean the line segments would no longer be perpendicular.,X'Y' and X'Z' will be perpendicular after a translation down by 2 units.,Correct.,X'Y' and X'Z' will not be perpendicular after a translation down by 2 units.,Student thought a translation would mean that the line segments are no longer perpendicular because the location of the shape is different.,X'Y' and X'Z' will be perpendicular after a 90° rotation counterclockwise about the origin.,Correct.,X'Y' and X'Z' will not be perpendicular after a 90° rotation counterclockwise about the origin.,"Student thought a rotation would change the outline of the shape, OR student thought that, because the line segments would have a different orientation, they would not be perpendicular.",,,,Student thought a translation would mean that the line segments are no longer perpendicular because the location of the shape is different.,Verify that no combination of basic rigid motions will alter the measure of an angle
MATH-00708,8,i138325,Interim_eedi,q142787,A,D,29593.0,58.645625654715,13.019970939073,12.641503058155,15.841584158415,,,MULTICHOICE,,"Quadrilateral ABCD, shown below, is translated 3 units to the left to create quadrilateral A'B'C'D'. Which statement is true?","A coordinate plane with x and y axes. Quadrilateral ABCD is a rectangle located in the first quadrant near the y-axis. Vertex A is at approximately (0, 2), vertex B is at approximately (3, 2), vertex C is at approximately (3, 1), and vertex D is at approximately (0, 1). The rectangle is wider than it is tall, sitting just above the x-axis with its left side touching the y-axis.",The length of AB is equal to the length of A'B'.,Correct.,The length of AB is less than the length of A'B'.,Student thought that a translation of quadrilateral ABCD to the left made line segments AB and CD longer; perhaps thought that only points A and D would be translated 3 units left.,The length of AB is greater than the length of A'B'.,"Student thought that a translation of quadrilateral ABCD to the left made line segments AB and CD shorter; perhaps thought that only points B and C would be translated 3 units left, making them closer to points A and D.",There is not enough information given to compare the lengths of AB and A'B'.,Student thought that the length of line segment AB must be given in order to compare; did not recognize that a translation would create congruent line segments.,,,,,,,,Student thought that the length of line segment AB must be given in order to compare; did not recognize that a translation would create congruent line segments.,Verify that no combination of basic rigid motions will alter the length of a line segment
MATH-00709,8,i184992,Compass,q187784,A,B,27.0,18.51851851851852,29.62962962962963,22.22222222222222,29.62962962962963,,,MULTICHOICE,,"Triangle EFG and triangle E'F'G', shown below, are congruent. Which sequence of transformations of triangle EFG results in triangle E'F'G'?","A coordinate plane showing two congruent triangles: Triangle EFG and its image Triangle E'F'G'. Triangle EFG appears in one quadrant and Triangle E'F'G' appears in a different position/quadrant, suggesting a combination of reflection and rotation has been applied.","Reflect triangle EFG over the y-axis, and then rotate it 90° clockwise about the origin.",Correct.,"Reflect triangle EFG over the y-axis, and then rotate it 90° counterclockwise about the origin.","Student confused a reflection over the y-axis with a reflection over the x-axis, OR confused a clockwise rotation with a counterclockwise rotation.","Rotate triangle EFG 90° clockwise about the origin, and then reflect it over the y-axis.","Student confused a reflection over the y-axis with a reflection over the x-axis, OR confused a clockwise rotation with a counterclockwise rotation.","Rotate triangle EFG 90° clockwise about the origin, and then rotate it 180° counterclockwise about the origin.","Student chose a sequence that aligned only one part of the shape with its image but did not account for the position of the remaining parts, not recognizing that a reflection was needed.",,,,,,,,"Student confused a reflection over the y-axis with a reflection over the x-axis, OR confused a clockwise rotation with a counterclockwise rotation.",Describe a sequence of transformations that exhibits congruence between two given congruent figures
MATH-00709,8,i184993,Compass,q187785,C,D,28.0,10.714285714285714,14.285714285714286,50.0,25.0,,,MULTICHOICE,,"Rectangle ABCD, rectangle A'B'C'D', and rectangle A''B''C''D'', shown below, are congruent. Rectangle ABCD was transformed to create rectangle A'B'C'D'. Rectangle A'B'C'D' was then transformed to create rectangle A''B''C''D''. Which statement correctly describes the transformation of rectangle ABCD to rectangle A''B''C''D''?","A coordinate plane showing three congruent rectangles: Rectangle ABCD (original), Rectangle A'B'C'D' (first transformation), and Rectangle A''B''C''D'' (second transformation). The rectangles are positioned such that the final transformation from ABCD to A''B''C''D'' can be described as a reflection over the x-axis followed by a translation 6 units left.",Translate 2 units up and translate 6 units left.,Student performed translations for only part of the shape and did not recognize that the other vertices did not align.,Translate 2 units up and reflect over the y-axis.,"Student performed a translation without verifying that all vertices matched, then applied a reflection without recognizing that none of the points aligned at that step.",Reflect over the x-axis and translate 6 units left.,Correct.,Reflect over the x-axis and reflect over the y-axis.,"Student applied a reflection instead of a translation in the second transformation, not realizing that the vertices did not align.",,,,,,,,"Student applied a reflection instead of a translation in the second transformation, not realizing that the vertices did not align.",Describe a sequence of transformations that exhibits congruence between two given congruent figures
MATH-00709,8,i138327,Interim_eedi,q142790,C,D,29730.0,16.649848637739,19.835183316515,40.17490750084,23.578876555667,,,MULTICHOICE,,"Rectangle ABCD, rectangle A'B'C'D', and rectangle A''B''C''D'', shown below, are congruent. Rectangle ABCD was transformed to create rectangle A'B'C'D'. Rectangle A'B'C'D' was then transformed to create rectangle A''B''C''D''. Which statement correctly describes the transformation of rectangle ABCD to rectangle A''B''C''D''?","A coordinate plane with y-axis running vertically through the center and x-axis horizontally, ranging from about -5 to 5. Three congruent rectangles are shown: Rectangle ABCD is in the lower-right quadrant below the x-axis, with A at approximately (1, 0), B at approximately (4, 0), C at approximately (4, -4), D at approximately (1, -4). Rectangle A'B'C'D' is in the upper-right quadrant above the x-axis, with A' at approximately (1, 1), B' at approximately (4, 1), C' at approximately (4, 5), D' at approximately (1, 5). Rectangle A''B''C''D'' is in the upper-left quadrant, mirror image of A'B'C'D' across the y-axis, with D'' at approximately (-5, 5), C'' at approximately (-2, 5), A'' at approximately (-5, 1), B'' at approximately (-2, 1).",Translate 2 units up and translate 6 units left.,"Student translated A to A' and B to B', and then A' to A'' and B' to B'', and did not recognize that the other vertices did not match.",Translate 2 units up and reflect over the y-axis.,"Student translated A to A' and B to B', not recognizing that the other vertices did not match, and then reflected A'B'C'D' over the y-axis, not realizing that none of the vertices matched at this step.",Reflect over the x-axis and translate 6 units left.,Correct.,Reflect over the x-axis and reflect over the y-axis.,"Student confused a translation with a reflection in the second transformation, not realizing that the vertices did not match at the second step.",,,,,,,,"Student confused a translation with a reflection in the second transformation, not realizing that the vertices did not match at the second step.",Describe a sequence of transformations that exhibits congruence between two given congruent figures
MATH-00713,8,i184152,Compass,q186570,D,C,1103.0,18.948322756119,21.940163191296,29.918404351767,29.193109700815,,,MULTICHOICE,,Triangle ABC is shown below. Triangle ABC is translated 2 units to the left and 1 unit down to create triangle A'B'C'. What are the coordinates of point B'?,"A coordinate plane with x-axis from -5 to 5 and y-axis from -5 to 5. Triangle ABC has vertices at approximately: A = (1, 4), B = (1, 1), C = (3, 1). The triangle is in the first quadrant with a right angle at B, a vertical side from B up to A, and a horizontal side from B right to C.","(-1, 2)",Student determined the coordinates of point A'.,"(0, -1)",Student determined the coordinates of point B' based on a translation of triangle ABC 1 unit to the left and 2 units down.,"(-1, 1)",Student only completed the first step in the translation; determined the coordinates of point B' based on a translation of triangle ABC 2 units to the left.,"(-1, 0)",Correct.,,,,,,,,Student only completed the first step in the translation; determined the coordinates of point B' based on a translation of triangle ABC 2 units to the left.,"Describe the effects of a series of basic rigid motions (translations, rotations, and reflections) on two-dimensional figures in the coordinate plane, including the use of coordinates and algebraic representation"
